weekstart,country,pred,actual,email_spend_eur,ppc_non_brand_spend_eur,ppc_brand_spend_eur,shop_other_spend_eur,trivago_spend_eur,tripadvisor_spend_eur,googleha_spend_eur,remarketing_spend_eur,display_spend_eur,yt_spend_eur,fb_spend_eur,olv_spend_eur,brandtv_spend_eur,drtv_spend_eur,ooh_spend_eur,radio_spend_eur,print_spend_eur,cinema_spend_eur,baseline
2017-05-01,gb,702603.7079917332,694766.0,0.0,687873.9552196923,225985.7850317505,539338.3700251075,0.0,408172.40491054853,0.0,302412.62171426765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-08,gb,692779.1488587394,692717.0,0.0,678477.1551689821,224741.5646623898,530881.214656065,0.0,401400.194560571,0.0,296761.1728313905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-15,gb,718597.7339580515,715028.0,0.0,704003.9586612934,232105.71573313687,552361.5872298495,0.0,417653.3855581505,0.0,312554.2101259941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-22,gb,635594.2024152521,628504.0,0.0,622253.2613853891,202113.02743310103,485974.62601240247,0.0,367228.2097939268,0.0,273957.3655487828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-29,gb,704108.8859293466,686528.0,0.0,689448.7855831026,226389.2101817708,537976.1676995277,0.0,408978.2930529777,0.0,306433.3528514468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-05,gb,697793.792062315,685068.0,0.0,683125.0933957989,226881.13682663586,533355.9639324388,0.0,402639.9652143301,0.0,301315.7651170422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-12,gb,679898.2409613237,671096.0,0.0,665630.1913321739,220786.48757335736,519880.6936838584,0.0,391972.871683864,0.0,291551.98441923544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-19,gb,726670.0605977898,700652.0,0.0,711566.6798064241,236126.34973549808,558578.5521284159,0.0,422334.8195302313,0.0,311851.3958758587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-26,gb,761611.5299710414,737627.0,0.0,746237.1772106998,247931.14785227407,587303.2310037038,0.0,444916.5340263004,0.0,328482.7860284535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-03,gb,763889.5467761457,756363.0,0.0,748500.161762713,248273.4328458421,586910.4915116115,0.0,443959.71649556013,0.0,332633.29631831276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-10,gb,761264.6060862924,766402.0,0.0,745949.0176113843,247740.7127275839,586468.1083116931,0.0,442190.64297646977,0.0,328807.30980309064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-17,gb,769101.2351181983,753475.0,0.0,753586.8571373151,250579.6693631101,593952.2282328284,0.0,444905.98160125234,0.0,334503.7725798985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-24,gb,772080.4687972066,758462.0,0.0,756346.6423670627,250988.56409554777,597738.263116017,0.0,446175.55485576385,0.0,335724.4248325141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-31,gb,763060.8390875055,770203.0,0.0,747038.6615270155,247831.311485112,593942.5075829698,0.0,438912.3883233316,0.0,330717.405934274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-07,gb,736266.0449217571,742007.0,0.0,720446.2792654551,237991.5329771234,568600.1654158926,0.0,422578.34254110354,0.0,318982.7597628436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-14,gb,744153.5896236862,748065.0,0.0,728349.0683808108,239657.9744631279,571244.4544618035,0.0,427549.874143892,0.0,324831.5044947268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-21,gb,714798.7626954365,719213.0,0.0,699385.271426224,228436.3111315841,545598.0478668488,0.0,407587.5682227678,0.0,308973.69439922203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-28,gb,721895.8397917191,721311.0,0.0,705928.2639609041,228282.04080145626,550374.4443512629,0.0,410120.49891397374,0.0,311901.47274439636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-04,gb,698649.0178834107,725727.0,0.0,682879.1961385111,221741.08885580924,532559.4703486105,0.0,397360.50681032595,0.0,303136.0314606202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-11,gb,684373.0281826452,701574.0,0.0,668717.9693052497,219113.0482815985,520233.09053949115,0.0,387928.3173284875,0.0,299161.24307858746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-18,gb,674338.2818774943,698432.0,0.0,658910.0684447269,212862.70997307025,513236.96411288326,0.0,381988.8826867367,0.0,294631.2476538556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
